6I4HJK8W	Article or chapter without published_in.	Myths and Realities in the Financing of American Religion	
8DNHHSRI	Unknown work type.	Presbyterian Church (USA) decision expands the meaning and malleability of marriage	
VA7SSXZI	Article or chapter without published_in.	Christianity in the United States Since 1900	
WSKI2VXD	Article or chapter without published_in.	Church and State at the Turn of the Century: Missions and Imperialism, Bureaucratization, and War, 1898-1920	
4XFIZTPD	Article or chapter without published_in.	America Emerges as a World Power: Re ligion, Politics and Nationhood, 1940-1960	
VAIJWPLD	Unknown work type.	'Strangers and Friends at the Welcome Table'	
AP9YJ53W	Unknown work type.	James Hudnut-Beumler on Religion in the Now South	
ZFFMYBL8	Unknown work type.	Review of Religion, Art, and Money: Episcopalians and American Culture from the Civil War to the Great Depression	
CT4CSMMT	Unknown work type.	Review of A History of Religion in America: From the First Settlements through the Civil War (Vol. 1) and From The End of The Civil War to the Twenty-First Century (Vol 2)	
V8698SKM	Article or chapter without published_in.	More Evidence of a Leaking Ship	
ZM655TGX	Article or chapter without published_in.	Drug Policy and Moral Leadership	
VEUEUDKJ	Article or chapter without published_in.	Ecclesial accountability in the missional church	
NIIP4T55	Article or chapter without published_in.	American churches and U.S. interventionism	
Q8N76F8L	Unknown work type.	Commentary: Second Thoughts on Biblegate	
RXDAAUD4	Article or chapter without published_in.	“Money  | Christianity  | Modern Europe  and  America“  and  “Moneylending  |  Christianity | Modern  Europe and America”	
SJ4XIPFR	Article or chapter without published_in.	Review of Grant Us Courage: Travels Along the Mainline of American Protestantism	
NB4QUZW5	Unknown work type.	Book Review of The Puritans : A Transatlantic History	
TEJ4W2YJ	Unknown work type.	Why cash remains sacred in American churches	
V9BGF4TA	Unknown work type.	Perspective | Why cash remains sacred in American churches	
PVK56GWJ	Article or chapter without published_in.	Protestants in the Middle Atlantic region: Religion and public life in the Middle Atlantic region: the fount of diversity	
HN5NHUC7	Unknown work type.	A Robust Framework for Understanding Community Development.	
UQKEZK8D	Unknown work type.	The Sense of Community on a Racially Integrated Block in Lansing, Michigan	
2KJADZAT	Article or chapter without published_in.	Evaluating the Lansing AmeriCorps Project	
28SVKW2S	Article or chapter without published_in.	Sociology of Law	
ZF9E9R7E	Article or chapter without published_in.	James Barr 20 March 1924 · 14 October 2006	
MB2KDGQF	Article or chapter without published_in.	Village law and the book of the covenant	
WHSUPTEI	Article or chapter without published_in.	Whose agony? Whose ecstasy? The politics of Deuteronomic law	
IA4WAMRM	Article or chapter without published_in.	Joshua 22 and the ideology of space	
9PWMBK6I	Article or chapter without published_in.	Jeremiah and the dimensions of the moral life	
KZM9RRUZ	Article or chapter without published_in.	James Barr	
SXFN5QM4	Article or chapter without published_in.	Tradition History	
6VH35SMW	Article or chapter without published_in.	Reflections on Archaeology, Historiography, and Ancient Israel: A Response to William G.  Dever	
NUNXEFKG	Article or chapter without published_in.	Politics and Biblical Scholarship in the United States	
R2HPU4GG	Article or chapter without published_in.	Har gammeltestamentlig tradisjonshistorie en fremtid?	
ZCVN3MXE	Article or chapter without published_in.	Traditio-historical criticism: the development of the Covenant Code	
GPE3DBS8	Article or chapter without published_in.	Ethics	
MA44DV5U	Article or chapter without published_in.	La révélation par la tradition	
KHU8IH2P	Article or chapter without published_in.	Tradition et  théologie	
52WDXD68	Article or chapter without published_in.	Political Rights and Powers in Monarchic Israel	
7XDVJMVE	Article or chapter without published_in.	Foreword to the Reprint Edition	
2MR3B5XE	Article or chapter without published_in.	Tradition and Theology	
D2R9BRTI	Article or chapter without published_in.	The social basis of morality and religion in ancient Israel	
IJS2SNZT	Article or chapter without published_in.	The Pentateuch	
J85FVKM6	Article or chapter without published_in.	The ethics of human life in the Hebrew Bible	
52T7GJF6	Article or chapter without published_in.	Revelation through tradition	
KISEARIS	Article or chapter without published_in.	Oral Materials, Sources and Traditions	
X8KED8FF	Article or chapter without published_in.	Hebrews (pp. 273–74); Idols, Idolatry (pp. 297–98)	
PX4QDX92	Article or chapter without published_in.	Erobring og okkupasjon: Krig ifølge Josvaboken	
5CFKDP9M	Article or chapter without published_in.	Editors' Preface	
UZFIGS57	Article or chapter without published_in.	Deuteronomy and the Deuteronomists	
NIRVTXMF	Article or chapter without published_in.	Cosmology (pp. 175–76); Ethics in the Old Testament (pp. 267–70); Family (pp. 294–95);  Genre, Old Testament (pp. 322–23); Sources, Literary (pp. 852–53); Tradition in the Old  Testament (pp. 927–28)	
RF7VBC77	Article or chapter without published_in.	Cosmogony and order in the Hebrew tradition	
NCNBAVXX	Article or chapter without published_in.	Ancient Israelite Cosmology: Images and Evaluations	
IYYYLLZ4	Article or chapter without published_in.	Old and new in scandinavian interpretation of the Hebrew Bible	
DE7TW9VP	Article or chapter without published_in.	Unreliable witnesses: religion, gender, and history in the Greco-Roman Mediterranean	
UUXS4EJU	Article or chapter without published_in.	Rites and rank: Hierarchy in biblical representations of cult	
JTWX3VND	Article or chapter without published_in.	Apocryphal Women: From Fiction to (Arti)fact	
TPDWUT3F	Article or chapter without published_in.	The Disease of Postcolonial New Testament Studies and the Hermeneutics of Healing/Response/Response/Response/Response/Response/Response	
4U5VS8RZ	Article or chapter without published_in.	Mary's bodily Assumption	
832EINJX	Article or chapter without published_in.	Lydia's impatient sisters: A feminist social history of early Christianity	
BRMV9M7N	Unknown work type.	Great Figures of the New Testament	
GP4ZS333	Unknown work type.	E-book view of the file 11. Response to Michael Sandford: Palestinian Liberation Theology, Anti-Judaism, and Jewish-Christian Relations - Amy-Jill Levine	
FPHVXT39	Article or chapter without published_in.	Torah	
T2U7JV7P	Article or chapter without published_in.	Matthew's Portrayal of the Synagogue and its Leaders	
S2MUYL5R	Article or chapter without published_in.	81 different entries	
Y6EBQ8IU	Article or chapter without published_in.	29 different entries.	
6JXUTFIM	Unknown work type.	Un-christian responses to the Middle East	
PZ2HIX6X	Unknown work type.	GUEST COMMENTARY: Still troubled after all these years	
MUD27EWX	Article or chapter without published_in.	Putting Jesus in his place: a radical vision of household and kingdom	
XBPS4P37	Unknown work type.	Jesus the Jew - InterfaithFamily	
MPSX49XV	Article or chapter without published_in.	What Do We Call Our Scripture?	
3PEPRWR9	Unknown work type.	Jesus Who?	
XZ6IZFC3	Article or chapter without published_in.	Multiculturalism, Women's Studies, and Anti-Judaism	
TFG6TB65	Article or chapter without published_in.	Jewish-Christian Relations from the 'Other Side': A Response to Webb, Lodahl, and White	
N9QPN4P3	Article or chapter without published_in.	The Book of Ruth	
IK762VJ2	Article or chapter without published_in.	Hermeneutics of Suspicion	
HKI63DTH	2nd ed.	Rediscovering the traditions of Israel, rev ed	
26APDUGR	3rd ed.	Rediscovering the traditions of Israel	
TQWVW3F2	Article or chapter without published_in.	Culture of Early Judaism	
X6DZKIW6	Article or chapter without published_in.	Forward	
Z7GMUSMR	Article or chapter without published_in.	An Appreciation: Walter Wink	
T6HZ2MDA	Article or chapter without published_in.	Forward	
6BGJCCVW	Article or chapter without published_in.	Parshat Lech Lecha: Another View	
ASJFCNQJ	Article or chapter without published_in.	Response to ‘Jews and Christians in the First Century: The Struggle Over Identity	
VB82K9B9	Article or chapter without published_in.	Take the Log Out of Your Eye…	
8EP6ZEMW	Article or chapter without published_in.	Apostle, Caiaphas, Herod/Herodian Dynasty, New Testament, Sanhedrin	
2P9WKJ8G	Article or chapter without published_in.	The G-d of All	
SAJVVHNX	Article or chapter without published_in.	Women's Humor and Other Creative Juices	
8GBJIPAS	Article or chapter without published_in.	A Particular Problem: Jewish Perspectives on Christian Bible Study	
IVSTCWD7	Article or chapter without published_in.	Synoptic Gospels and Acts	
9SA9V64C	Article or chapter without published_in.	The Word Becomes Flesh: Jesus, Gender, and Sexuality	
WMI49NQ2	Article or chapter without published_in.	Jesus, Gender, and Sexuality	
NVKDIJWQ	Article or chapter without published_in.	Lilies of the Field and Wandering Jews: Biblical Scholarship, Women's Roles, and Social Location	
HRX36ZRT	Article or chapter without published_in.	"Matthew"" and ""Mark."	
CAUI5BZ6	Article or chapter without published_in.	The Sibylline Oracles	
ZJXTW9UC	Article or chapter without published_in.	Matthean Jesus, Biblical Law, and Hemorrhaging Woman	
JQHMSSEZ	Article or chapter without published_in.	Judith	
HIW5WA4E	Article or chapter without published_in.	Women in the Q Communit(ies) and Traditions	
3H6ZQBVP	Article or chapter without published_in.	Settling at Beer-lahai-roi: Sarah and Hagar in Scripture and Tradition	
CAC3WS28	Article or chapter without published_in.	A Jewess, More and/or Less	
5SK65MSK	Article or chapter without published_in.	Visions of Kingdoms: From Pompey to the First Jewish Revolt (63 BCE-70 CE)	
IQFIVJJD	Article or chapter without published_in.	"Gentiles""; ""Joseph of Arimathea."	
RPIPKHZJ	Article or chapter without published_in.	Maternity and Childcare	
3T7UD8MB	Article or chapter without published_in.	Parshat Vayishlach [Gen. 32:4-36:43]: The Rape of Dinah	
RWZ2HS97	Unknown work type.	The Jewish Jesus: Revelation, Reflection, Reclamation	
38A67NZP	Article or chapter without published_in.	Judaisms and Their Messiahs	
QAN79DNT	Article or chapter without published_in.	Women in the Earliest Churches. SNTS Monograph Series 59	
Z7K25AUX	Article or chapter without published_in.	Literary Criticism and the Gospels. The Theoretical Challenge	
BVPGSZ3J	Article or chapter without published_in.	Women and the Genesis of Christianity by Ben Witherington and edited by Ann Witherington	
5AG8RBNI	Article or chapter without published_in.	Music in the old bones: Jezebel through the ages	
WDDU53P4	Article or chapter without published_in.	A woman's place: house churches in earliest Christianity	
F5GWKCKQ	Article or chapter without published_in.	The brother of Jesus: The dramatic story &amp; meaning of the first archaeological link to Jesus &amp; His family	
BDWE9C9T	Article or chapter without published_in.	Expanding the palace of Torah: Orthodoxy and feminism	
8KA8FBQ4	Article or chapter without published_in.	Engendering Judaism: An inclusive theology and ethics	
TWGXXHV8	Article or chapter without published_in.	Making wise the simple: the Torah in Christian faith and practice	
RDA8XBR8	Article or chapter without published_in.	Resurrection and the restoration of Israel: the ultimate victory of the God of life	
6TQCKHRR	Article or chapter without published_in.	Goddesses and the divine feminine: a Western religious history	
J5BKUVI3	Article or chapter without published_in.	Feminist New Testament studies: global and future perspectives	
KJIRK52C	Article or chapter without published_in.	Sinning in the Hebrew Bible: how the worst stories speak for its truth	
W2TK74ED	Article or chapter without published_in.	What really happened in the Garden of Eden?	
EFC78V73	Article or chapter without published_in.	Interfaith encounters in America	
PFX3DP2J	Article or chapter without published_in.	The life of the Virgin	
8XF2R2I9	Article or chapter without published_in.	Remembering Eden: the reception history of Genesis 3:22-24	
I6JPZEHV	Article or chapter without published_in.	Eternally Eve: images of Eve in the Hebrew Bible, Midrash, and modern Jewish poetry	
32RWKQFD	Article or chapter without published_in.	Feminism encounters traditional Judaism: resistance and accommodation	
8GDGVPK6	Article or chapter without published_in.	When God spoke Greek: the Septuagint and the making of the Christian Bible	
2ZMBQWA8	Article or chapter without published_in.	Good girls, bad girls of the New Testament: their enduring lessons	
TQR9JWWX	Article or chapter without published_in.	Sin: a history	
CCNH9JDR	Article or chapter without published_in.	Reading Genesis: ten methods	
MASDEK9I	Article or chapter without published_in.	Mothers of promise: women in the book of Genesis	
NU9CS56W	Article or chapter without published_in.	Jewish exegesis and Homeric scholarship in Alexandria	
Q3GAE9HM	Article or chapter without published_in.	Revolt of the scribes: resistance and apocalyptic origins	
62DK8SKJ	Article or chapter without published_in.	Subversive sequels in the Bible: how biblical stories mine and undermine each other	
PNGIQQTQ	Article or chapter without published_in.	Genesis 1-11: tales of the earliest world	
SZC9XBXI	Article or chapter without published_in.	Religion -- Egyptian Light and Hebrew Fire: Theological and Philosophical Roots of Christendom in Evolutionary Perspective by Karl W. Luckert	
URWV4QTZ	Article or chapter without published_in.	Love between women: Early Christian responses to female homoeroticism	
TJ5ZXE9I	Article or chapter without published_in.	Christianity and Rabbinic Judaism: A parallel history of their origins and development edited by Hershel Shanks	
ESGT3BX2	Article or chapter without published_in.	On the reliability of the Old Testament	
XEESEE36	Article or chapter without published_in.	Searching the scriptures: A feminist introduction (v.1) edited by Elizabeth Schussler Fiorenza with Shelly Matthews	
CC683X2T	Article or chapter without published_in.	Birth of a worldview: Early Christianity in its Jewish and Pagan context by Robert Doran	
PHNH6S2F	Article or chapter without published_in.	Biblical women unbound: Counter-tales	
EJVHH9KA	Article or chapter without published_in.	Born of a woman: A bishop rethinks the birth of Jesus by John Shelby Spong	
IEXCBTRT	Article or chapter without published_in.	The land called holy: Palestine in Christian history and thought by Robert L. Wilken	
4I6INK6Z	Article or chapter without published_in.	Jewish responses to early Christians: History and polemics, 30-150 c.e. by Claudia J. Setzer	
MAKKFF2S	Article or chapter without published_in.	From her cradle to her grave: The role of religion in the life of the Israelite and the Babylonian woman by Karel van der Toorn and translated by Sara J. Denning-Bolle	
EVQBFSWF	Article or chapter without published_in.	The death and resurrection of the beloved son: The transformation of child sacrifice in Judaism and Christianity by Jon D. Levenson	
MSHFW8DE	Article or chapter without published_in.	Who are the people of God?: Early Christian models of community by Howard Clark Kee	
UVJ2MJFH	Article or chapter without published_in.	Millenarian Movements in Historical Context (Garland Reference Library of Social Science, 763) by Michael J. St. Clair	
5C4SFJF8	Article or chapter without published_in.	Jesus' Jewishness: Exploring the Place of Jesus Within Early Judaism edited by James H. Charlesworth (Shared Ground Among Jews and Christians, 2) edited by James H. Charlesworth	
M5FSJZBW	Article or chapter without published_in.	Matthew's Christian-Jewish community by Anthony J. Saldarini	
TTTA4BTE	Article or chapter without published_in.	Deborah's daughters: gender politics and biblical interpretation	
9MT54G7Z	Article or chapter without published_in.	Ezra and the law in history and tradition	
I22WKAH4	Article or chapter without published_in.	Our Lady of the Rock: vision and pilgrimage in the Mojave Desert	
I6NMJNC2	Unknown work type.	Peasant, Healer, Teacher, Mother	
M8UVQRQ6	Article or chapter without published_in.	'The World was My Oyster But I Used the Wrong Fork' (Oscar Wilde): The Parable of the Pearl Re-opened	
53GUXSGI	Article or chapter without published_in.	Beards for Sale: The Uncut Version of Brian, Gender, and Sexuality	
VSBBQVFJ	Unknown work type.	What is the Difference between the Old Testament, the Tanakh, and the Hebrew Bible?	
9BHIV7MN	Article or chapter without published_in.	Speaking of the Middle East: Jews and Christians in Dialogue and Dispute	
IH3JQIN2	Unknown work type.	Quit Picking on the Pharisees!	
UBNSFS5P	Article or chapter without published_in.	Who Is My Neighbor: In the Footsteps of the Samaritan	
CT5C89DB	Article or chapter without published_in.	Thou Shalt, Thou Shalt Not, or Thou Might Want To: The Tanakh and (Homo)sexuality	
E4CDUETC	Article or chapter without published_in.	The Jewish Annotated New Testament: Retrospect and Prospects	
XWWHGXFU	Article or chapter without published_in.	Parables, Prodigals, and Pedagogy	
HKIWGHU7	Article or chapter without published_in.	Jesus Talks Back	
EJ6798D5	Article or chapter without published_in.	De-Judaizing Jesus: Theological Need and Exegetical Execution	
DI5X5TDD	Unknown work type.	Holy Week and the Hatred of the Jews: Avoiding Anti-Judaism at Easter	
2RBAHZFU	Article or chapter without published_in.	The Use of the Hebrew Bible in the New Testament	
J6FAE4FK	Article or chapter without published_in.	Reading the New Testament	
E624E2M3	Article or chapter without published_in.	Jesus in Jewish-Christian Dialogue	
45WPNHDD	Article or chapter without published_in.	The Gospel of Matthew	
CWVTMMNM	Article or chapter without published_in.	This Widow is Still Bothering Me (Luke 18.5)	
9VICEDJC	Unknown work type.	Letter 33	
UIDMTFMA	Article or chapter without published_in.	Tobit, Introduction and Annotations	
IYJ68YN9	Article or chapter without published_in.	Standard and Poor: The Economic Index of the Parables	
Q5I5PGIT	Article or chapter without published_in.	Anti-Judaism and the Gospel of Matthew	
DKAGF46A	Article or chapter without published_in.	Anti-semitism and its metaphysical origins	
W27QAI78	Article or chapter without published_in.	Diaspora as Metaphor: Bodies and Boundaries in the Book of Tobit	
ZZM4CC6Y	Unknown work type.	Ripartiamo da Chagall	
674IIMG9	Article or chapter without published_in.	Proclamation, Translation, Implication: Addressing the Vilification of ‘the Jews’	
8EII5CEH	Unknown work type.	Levine and Witherington on Luke Part 1	
K486E3E4	Article or chapter without published_in.	Nostra Aetate, Omnia Mutantur: The Times They are a Changing	
CT6H4BZE	Unknown work type.	Movers & Thinkers #19: What's Jesus Got To Do With It?	
F9I7V9GM	Unknown work type.	Levine and Witherington on Luke Part 2	
FMCM4BMA	Unknown work type.	Comprensione reciproca	
8BZZDN4S	Unknown work type.	Amy-Jill Levine on The Jewish Annotated New Testament	
I95VFKM5	Unknown work type.	Is the New Testament Anti-Jewish?	
QPJ4LX6A	Unknown work type.	Il Nuovo Testamento attraverso lenti ebraiche	
Q5SJJP2X	Unknown work type.	‎Holy Heretics: Season 2 EP15 With Dr AJ Levine on Apple Podcasts	
8C5QZRF9	Article or chapter without published_in.	Four Questions on the Trinity, Pneumatology, and Jewish-Christian Relations	
GU4E2AJX	Article or chapter without published_in.	Preface/Foreword/Introduction/Preamble/Exordium	
E326722N	Article or chapter without published_in.	The Gospel of Luke	
2NGABBAA	Unknown work type.	Un ponte tra ebrei e cristiani	
ND4I6WHR	Unknown work type.	Stessa  radicedi  rettitudine  e  carità	
3S7CMEKD	Unknown work type.	Six Questions for Amy-Jill Levine	
BSDP9USY	Article or chapter without published_in.	The Archaeological Evangelist	
6BIX3L3B	Article or chapter without published_in.	Public Scholarship: ‘If we are silent and wait until the morning light, we will be found guilty’ (2 Kings 7.9)	
XTAKSASG	Article or chapter without published_in.	From Holy Envy to Holy Criticism: Im lo achshav, eimatai? (‘If Not Now, When?’)	
LWTPSECW	Article or chapter without published_in.	This poor widow … (Mark 12:43): From Donation to Diatribe	
MMSBL3Q7	Article or chapter without published_in.	Religion -- The death and resurrection of the beloved son: The transformation of child sacrifice in Judaism and Christianity by Jon D. Levenson	
AV23CIUJ	Article or chapter without published_in.	Out of order: Homosexuality in the Bible and the ancient Near East	
GL7DLM73	Article or chapter without published_in.	Mary in early Christian faith and devotion	
AG8RJFQT	Article or chapter without published_in.	Jewish/Christian Schmoozing,” Introduction	
HYTNM5SH	Article or chapter without published_in.	Between Breaking and Continuity: Matthew’s Gospel	
HBCECC5Z	Article or chapter without published_in.	Theological Education, the Bible, and History: Détente in the Culture Wars	
9EJARIRW	Article or chapter without published_in.	The Greek Book of Esther	
9P4CK4VM	Article or chapter without published_in.	Redrawing the Boundaries: A New Look at ‘Diaspora as Metaphor: Bodies and Boundaries in the Book of Tobit	
CIGEQNWU	Article or chapter without published_in.	Recovering the Role of Women. Power and Authority in Rabbinic Jewish Society	
S3D5BZCZ	Article or chapter without published_in.	Matthew's Advice to a Divided Readership	
JC29PXMR	Article or chapter without published_in.	Jewish Biblical Interpretation	
WJI66IVW	Article or chapter without published_in.	Hemmed in on Every Side: Jews and Women in the Book of Susanna	
TREGUWAP	Article or chapter without published_in.	Apocrypha	
AA6PPX75	Article or chapter without published_in.	Quo Vadis? Die Kirche und der Skandal des judische Jesus	
8K9XAB7C	Unknown work type.	Old Habits Die Hard: A Critique of Recent Christian Statements on Israel	
EZYJI874	Article or chapter without published_in.	A Jewish take on Jesus	
7MJ4GXXC	Article or chapter without published_in.	Reivew of Zondervan Illustrated Bible Backgrounds Commentary: John	
8GFW6MX2	Inadequate information	New Testament	
FAMZ5CXN	check manually	Introduction	
